# STEP   STRAN(1)    STRAN(2)    STRAN(3)   STRESS(1)   STRESS(2)   STRESS(1)    OMEGA(1)    OMEGA(2)    OMEGA(3)   fd0
  490  0.0000E+00  0.0000E+00  0.9800E-02  0.4273E+08  0.4273E+08  0.1550E+09  0.0000E+00  0.0000E+00  0.3517E+00  0.3060E-05
  491  0.0000E+00  0.0000E+00  0.9820E-02  0.4277E+08  0.4277E+08  0.1551E+09  0.0000E+00  0.0000E+00  0.3522E+00  0.3044E-05
  492  0.0000E+00  0.0000E+00  0.9840E-02  0.4280E+08  0.4280E+08  0.1553E+09  0.0000E+00  0.0000E+00  0.3528E+00  0.3028E-05
  493  0.0000E+00  0.0000E+00  0.9860E-02  0.4284E+08  0.4284E+08  0.1554E+09  0.0000E+00  0.0000E+00  0.3533E+00  0.3013E-05
  494  0.0000E+00  0.0000E+00  0.9880E-02  0.4287E+08  0.4287E+08  0.1555E+09  0.0000E+00  0.0000E+00  0.3539E+00  0.2998E-05
  495  0.0000E+00  0.0000E+00  0.9900E-02  0.4291E+08  0.4291E+08  0.1556E+09  0.0000E+00  0.0000E+00  0.3544E+00  0.2982E-05
  496  0.0000E+00  0.0000E+00  0.9920E-02  0.4295E+08  0.4295E+08  0.1557E+09  0.0000E+00  0.0000E+00  0.3550E+00  0.2966E-05
  497  0.0000E+00  0.0000E+00  0.9940E-02  0.4298E+08  0.4298E+08  0.1559E+09  0.0000E+00  0.0000E+00  0.3556E+00  0.2951E-05
  498  0.0000E+00  0.0000E+00  0.9960E-02  0.4302E+08  0.4302E+08  0.1560E+09  0.0000E+00  0.0000E+00  0.3561E+00  0.2937E-05
  499  0.0000E+00  0.0000E+00  0.9980E-02  0.4305E+08  0.4305E+08  0.1561E+09  0.0000E+00  0.0000E+00  0.3567E+00  0.2921E-05
  500  0.0000E+00  0.0000E+00  0.1000E-01  0.4309E+08  0.4309E+08  0.1562E+09  0.0000E+00  0.0000E+00  0.3572E+00  0.2907E-05
  501  0.0000E+00  0.0000E+00  0.1002E-01  0.4312E+08  0.4312E+08  0.1563E+09  0.0000E+00  0.0000E+00  0.3578E+00  0.2892E-05
  502  0.0000E+00  0.0000E+00  0.1004E-01  0.4316E+08  0.4316E+08  0.1565E+09  0.0000E+00  0.0000E+00  0.3583E+00  0.2877E-05
  503  0.0000E+00  0.0000E+00  0.1006E-01  0.4319E+08  0.4319E+08  0.1566E+09  0.0000E+00  0.0000E+00  0.3589E+00  0.2863E-05
  504  0.0000E+00  0.0000E+00  0.1008E-01  0.4323E+08  0.4323E+08  0.1567E+09  0.0000E+00  0.0000E+00  0.3594E+00  0.2848E-05
  505  0.0000E+00  0.0000E+00  0.1010E-01  0.4326E+08  0.4326E+08  0.1568E+09  0.0000E+00  0.0000E+00  0.3600E+00  0.2834E-05
  506  0.0000E+00  0.0000E+00  0.1012E-01  0.4330E+08  0.4330E+08  0.1569E+09  0.0000E+00  0.0000E+00  0.3605E+00  0.2820E-05
  507  0.0000E+00  0.0000E+00  0.1014E-01  0.4333E+08  0.4333E+08  0.1571E+09  0.0000E+00  0.0000E+00  0.3611E+00  0.2805E-05
  508  0.0000E+00  0.0000E+00  0.1016E-01  0.4337E+08  0.4337E+08  0.1572E+09  0.0000E+00  0.0000E+00  0.3616E+00  0.2791E-05
  509  0.0000E+00  0.0000E+00  0.1018E-01  0.4340E+08  0.4340E+08  0.1573E+09  0.0000E+00  0.0000E+00  0.3622E+00  0.2778E-05
  510  0.0000E+00  0.0000E+00  0.1020E-01  0.4344E+08  0.4344E+08  0.1574E+09  0.0000E+00  0.0000E+00  0.3627E+00  0.2764E-05
  511  0.0000E+00  0.0000E+00  0.1022E-01  0.4347E+08  0.4347E+08  0.1575E+09  0.0000E+00  0.0000E+00  0.3633E+00  0.2750E-05
  512  0.0000E+00  0.0000E+00  0.1024E-01  0.4351E+08  0.4351E+08  0.1577E+09  0.0000E+00  0.0000E+00  0.3638E+00  0.2736E-05
  513  0.0000E+00  0.0000E+00  0.1026E-01  0.4354E+08  0.4354E+08  0.1578E+09  0.0000E+00  0.0000E+00  0.3644E+00  0.2722E-05
  514  0.0000E+00  0.0000E+00  0.1028E-01  0.4358E+08  0.4358E+08  0.1579E+09  0.0000E+00  0.0000E+00  0.3649E+00  0.2709E-05
  515  0.0000E+00  0.0000E+00  0.1030E-01  0.4361E+08  0.4361E+08  0.1580E+09  0.0000E+00  0.0000E+00  0.3655E+00  0.2696E-05
  516  0.0000E+00  0.0000E+00  0.1032E-01  0.4365E+08  0.4365E+08  0.1581E+09  0.0000E+00  0.0000E+00  0.3660E+00  0.2682E-05
  517  0.0000E+00  0.0000E+00  0.1034E-01  0.4368E+08  0.4368E+08  0.1583E+09  0.0000E+00  0.0000E+00  0.3666E+00  0.2670E-05
  518  0.0000E+00  0.0000E+00  0.1036E-01  0.4372E+08  0.4372E+08  0.1584E+09  0.0000E+00  0.0000E+00  0.3671E+00  0.2656E-05
  519  0.0000E+00  0.0000E+00  0.1038E-01  0.4375E+08  0.4375E+08  0.1585E+09  0.0000E+00  0.0000E+00  0.3676E+00  0.2643E-05
  520  0.0000E+00  0.0000E+00  0.1040E-01  0.4379E+08  0.4379E+08  0.1586E+09  0.0000E+00  0.0000E+00  0.3682E+00  0.2630E-05
  521  0.0000E+00  0.0000E+00  0.1042E-01  0.4382E+08  0.4382E+08  0.1587E+09  0.0000E+00  0.0000E+00  0.3687E+00  0.2617E-05
  522  0.0000E+00  0.0000E+00  0.1044E-01  0.4386E+08  0.4386E+08  0.1588E+09  0.0000E+00  0.0000E+00  0.3693E+00  0.2604E-05
  523  0.0000E+00  0.0000E+00  0.1046E-01  0.4389E+08  0.4389E+08  0.1590E+09  0.0000E+00  0.0000E+00  0.3698E+00  0.2591E-05
  524  0.0000E+00  0.0000E+00  0.1048E-01  0.4392E+08  0.4392E+08  0.1591E+09  0.0000E+00  0.0000E+00  0.3704E+00  0.2579E-05
  525  0.0000E+00  0.0000E+00  0.1050E-01  0.4396E+08  0.4396E+08  0.1592E+09  0.0000E+00  0.0000E+00  0.3709E+00  0.2566E-05
  526  0.0000E+00  0.0000E+00  0.1052E-01  0.4399E+08  0.4399E+08  0.1593E+09  0.0000E+00  0.0000E+00  0.3715E+00  0.2553E-05
  527  0.0000E+00  0.0000E+00  0.1054E-01  0.4403E+08  0.4403E+08  0.1594E+09  0.0000E+00  0.0000E+00  0.3720E+00  0.2541E-05
  528  0.0000E+00  0.0000E+00  0.1056E-01  0.4406E+08  0.4406E+08  0.1595E+09  0.0000E+00  0.0000E+00  0.3725E+00  0.2529E-05
  529  0.0000E+00  0.0000E+00  0.1058E-01  0.4410E+08  0.4410E+08  0.1597E+09  0.0000E+00  0.0000E+00  0.3731E+00  0.2517E-05
  530  0.0000E+00  0.0000E+00  0.1060E-01  0.4413E+08  0.4413E+08  0.1598E+09  0.0000E+00  0.0000E+00  0.3736E+00  0.2505E-05
  531  0.0000E+00  0.0000E+00  0.1062E-01  0.4416E+08  0.4416E+08  0.1599E+09  0.0000E+00  0.0000E+00  0.3742E+00  0.2493E-05
  532  0.0000E+00  0.0000E+00  0.1064E-01  0.4420E+08  0.4420E+08  0.1600E+09  0.0000E+00  0.0000E+00  0.3747E+00  0.2480E-05
  533  0.0000E+00  0.0000E+00  0.1066E-01  0.4423E+08  0.4423E+08  0.1601E+09  0.0000E+00  0.0000E+00  0.3753E+00  0.2468E-05
  534  0.0000E+00  0.0000E+00  0.1068E-01  0.4427E+08  0.4427E+08  0.1602E+09  0.0000E+00  0.0000E+00  0.3758E+00  0.2456E-05
  535  0.0000E+00  0.0000E+00  0.1070E-01  0.4430E+08  0.4430E+08  0.1604E+09  0.0000E+00  0.0000E+00  0.3763E+00  0.2444E-05
  536  0.0000E+00  0.0000E+00  0.1072E-01  0.4433E+08  0.4433E+08  0.1605E+09  0.0000E+00  0.0000E+00  0.3769E+00  0.2433E-05
  537  0.0000E+00  0.0000E+00  0.1074E-01  0.4437E+08  0.4437E+08  0.1606E+09  0.0000E+00  0.0000E+00  0.3774E+00  0.2422E-05
  538  0.0000E+00  0.0000E+00  0.1076E-01  0.4440E+08  0.4440E+08  0.1607E+09  0.0000E+00  0.0000E+00  0.3780E+00  0.2410E-05
  539  0.0000E+00  0.0000E+00  0.1078E-01  0.4443E+08  0.4443E+08  0.1608E+09  0.0000E+00  0.0000E+00  0.3785E+00  0.2398E-05
  540  0.0000E+00  0.0000E+00  0.1080E-01  0.4447E+08  0.4447E+08  0.1609E+09  0.0000E+00  0.0000E+00  0.3790E+00  0.2386E-05
  541  0.0000E+00  0.0000E+00  0.1082E-01  0.4450E+08  0.4450E+08  0.1610E+09  0.0000E+00  0.0000E+00  0.3796E+00  0.2375E-05
  542  0.0000E+00  0.0000E+00  0.1084E-01  0.4453E+08  0.4453E+08  0.1612E+09  0.0000E+00  0.0000E+00  0.3801E+00  0.2364E-05
  543  0.0000E+00  0.0000E+00  0.1086E-01  0.4457E+08  0.4457E+08  0.1613E+09  0.0000E+00  0.0000E+00  0.3806E+00  0.2353E-05
  544  0.0000E+00  0.0000E+00  0.1088E-01  0.4460E+08  0.4460E+08  0.1614E+09  0.0000E+00  0.0000E+00  0.3812E+00  0.2341E-05
  545  0.0000E+00  0.0000E+00  0.1090E-01  0.4464E+08  0.4464E+08  0.1615E+09  0.0000E+00  0.0000E+00  0.3817E+00  0.2331E-05
  546  0.0000E+00  0.0000E+00  0.1092E-01  0.4467E+08  0.4467E+08  0.1616E+09  0.0000E+00  0.0000E+00  0.3823E+00  0.2319E-05
  547  0.0000E+00  0.0000E+00  0.1094E-01  0.4470E+08  0.4470E+08  0.1617E+09  0.0000E+00  0.0000E+00  0.3828E+00  0.2309E-05
  548  0.0000E+00  0.0000E+00  0.1096E-01  0.4474E+08  0.4474E+08  0.1618E+09  0.0000E+00  0.0000E+00  0.3833E+00  0.2298E-05
  549  0.0000E+00  0.0000E+00  0.1098E-01  0.4477E+08  0.4477E+08  0.1620E+09  0.0000E+00  0.0000E+00  0.3839E+00  0.2287E-05
  550  0.0000E+00  0.0000E+00  0.1100E-01  0.4480E+08  0.4480E+08  0.1621E+09  0.0000E+00  0.0000E+00  0.3844E+00  0.2276E-05
  551  0.0000E+00  0.0000E+00  0.1102E-01  0.4484E+08  0.4484E+08  0.1622E+09  0.0000E+00  0.0000E+00  0.3849E+00  0.2265E-05
  552  0.0000E+00  0.0000E+00  0.1104E-01  0.4487E+08  0.4487E+08  0.1623E+09  0.0000E+00  0.0000E+00  0.3855E+00  0.2255E-05
  553  0.0000E+00  0.0000E+00  0.1106E-01  0.4490E+08  0.4490E+08  0.1624E+09  0.0000E+00  0.0000E+00  0.3860E+00  0.2244E-05
  554  0.0000E+00  0.0000E+00  0.1108E-01  0.4493E+08  0.4493E+08  0.1625E+09  0.0000E+00  0.0000E+00  0.3865E+00  0.2234E-05
  555  0.0000E+00  0.0000E+00  0.1110E-01  0.4497E+08  0.4497E+08  0.1626E+09  0.0000E+00  0.0000E+00  0.3871E+00  0.2223E-05
  556  0.0000E+00  0.0000E+00  0.1112E-01  0.4500E+08  0.4500E+08  0.1627E+09  0.0000E+00  0.0000E+00  0.3876E+00  0.2213E-05
  557  0.0000E+00  0.0000E+00  0.1114E-01  0.4503E+08  0.4503E+08  0.1629E+09  0.0000E+00  0.0000E+00  0.3881E+00  0.2203E-05
  558  0.0000E+00  0.0000E+00  0.1116E-01  0.4507E+08  0.4507E+08  0.1630E+09  0.0000E+00  0.0000E+00  0.3887E+00  0.2192E-05
  559  0.0000E+00  0.0000E+00  0.1118E-01  0.4510E+08  0.4510E+08  0.1631E+09  0.0000E+00  0.0000E+00  0.3892E+00  0.2182E-05
  560  0.0000E+00  0.0000E+00  0.1120E-01  0.4513E+08  0.4513E+08  0.1632E+09  0.0000E+00  0.0000E+00  0.3897E+00  0.2172E-05
  561  0.0000E+00  0.0000E+00  0.1122E-01  0.4517E+08  0.4517E+08  0.1633E+09  0.0000E+00  0.0000E+00  0.3903E+00  0.2162E-05
  562  0.0000E+00  0.0000E+00  0.1124E-01  0.4520E+08  0.4520E+08  0.1634E+09  0.0000E+00  0.0000E+00  0.3908E+00  0.2152E-05
  563  0.0000E+00  0.0000E+00  0.1126E-01  0.4523E+08  0.4523E+08  0.1635E+09  0.0000E+00  0.0000E+00  0.3913E+00  0.2142E-05
  564  0.0000E+00  0.0000E+00  0.1128E-01  0.4526E+08  0.4526E+08  0.1636E+09  0.0000E+00  0.0000E+00  0.3919E+00  0.2132E-05
  565  0.0000E+00  0.0000E+00  0.1130E-01  0.4530E+08  0.4530E+08  0.1637E+09  0.0000E+00  0.0000E+00  0.3924E+00  0.2123E-05
  566  0.0000E+00  0.0000E+00  0.1132E-01  0.4533E+08  0.4533E+08  0.1639E+09  0.0000E+00  0.0000E+00  0.3929E+00  0.2113E-05
  567  0.0000E+00  0.0000E+00  0.1134E-01  0.4536E+08  0.4536E+08  0.1640E+09  0.0000E+00  0.0000E+00  0.3935E+00  0.2103E-05
  568  0.0000E+00  0.0000E+00  0.1136E-01  0.4539E+08  0.4539E+08  0.1641E+09  0.0000E+00  0.0000E+00  0.3940E+00  0.2094E-05
  569  0.0000E+00  0.0000E+00  0.1138E-01  0.4543E+08  0.4543E+08  0.1642E+09  0.0000E+00  0.0000E+00  0.3945E+00  0.2084E-05
  570  0.0000E+00  0.0000E+00  0.1140E-01  0.4546E+08  0.4546E+08  0.1643E+09  0.0000E+00  0.0000E+00  0.3951E+00  0.2074E-05
  571  0.0000E+00  0.0000E+00  0.1142E-01  0.4549E+08  0.4549E+08  0.1644E+09  0.0000E+00  0.0000E+00  0.3956E+00  0.2064E-05
  572  0.0000E+00  0.0000E+00  0.1144E-01  0.4552E+08  0.4552E+08  0.1645E+09  0.0000E+00  0.0000E+00  0.3961E+00  0.2055E-05
  573  0.0000E+00  0.0000E+00  0.1146E-01  0.4556E+08  0.4556E+08  0.1646E+09  0.0000E+00  0.0000E+00  0.3966E+00  0.2046E-05
  574  0.0000E+00  0.0000E+00  0.1148E-01  0.4559E+08  0.4559E+08  0.1647E+09  0.0000E+00  0.0000E+00  0.3972E+00  0.2037E-05
  575  0.0000E+00  0.0000E+00  0.1150E-01  0.4562E+08  0.4562E+08  0.1648E+09  0.0000E+00  0.0000E+00  0.3977E+00  0.2028E-05
  576  0.0000E+00  0.0000E+00  0.1152E-01  0.4565E+08  0.4565E+08  0.1650E+09  0.0000E+00  0.0000E+00  0.3982E+00  0.2018E-05
  577  0.0000E+00  0.0000E+00  0.1154E-01  0.4569E+08  0.4569E+08  0.1651E+09  0.0000E+00  0.0000E+00  0.3987E+00  0.2009E-05
  578  0.0000E+00  0.0000E+00  0.1156E-01  0.4572E+08  0.4572E+08  0.1652E+09  0.0000E+00  0.0000E+00  0.3993E+00  0.2000E-05
  579  0.0000E+00  0.0000E+00  0.1158E-01  0.4575E+08  0.4575E+08  0.1653E+09  0.0000E+00  0.0000E+00  0.3998E+00  0.1991E-05
  580  0.0000E+00  0.0000E+00  0.1160E-01  0.4578E+08  0.4578E+08  0.1654E+09  0.0000E+00  0.0000E+00  0.4003E+00  0.1982E-05
  581  0.0000E+00  0.0000E+00  0.1162E-01  0.4581E+08  0.4581E+08  0.1655E+09  0.0000E+00  0.0000E+00  0.4009E+00  0.1973E-05
  582  0.0000E+00  0.0000E+00  0.1164E-01  0.4585E+08  0.4585E+08  0.1656E+09  0.0000E+00  0.0000E+00  0.4014E+00  0.1965E-05
  583  0.0000E+00  0.0000E+00  0.1166E-01  0.4588E+08  0.4588E+08  0.1657E+09  0.0000E+00  0.0000E+00  0.4019E+00  0.1956E-05
  584  0.0000E+00  0.0000E+00  0.1168E-01  0.4591E+08  0.4591E+08  0.1658E+09  0.0000E+00  0.0000E+00  0.4024E+00  0.1947E-05
  585  0.0000E+00  0.0000E+00  0.1170E-01  0.4594E+08  0.4594E+08  0.1659E+09  0.0000E+00  0.0000E+00  0.4030E+00  0.1938E-05
  586  0.0000E+00  0.0000E+00  0.1172E-01  0.4597E+08  0.4597E+08  0.1660E+09  0.0000E+00  0.0000E+00  0.4035E+00  0.1929E-05
  587  0.0000E+00  0.0000E+00  0.1174E-01  0.4601E+08  0.4601E+08  0.1661E+09  0.0000E+00  0.0000E+00  0.4040E+00  0.1921E-05
  588  0.0000E+00  0.0000E+00  0.1176E-01  0.4604E+08  0.4604E+08  0.1663E+09  0.0000E+00  0.0000E+00  0.4045E+00  0.1912E-05
  589  0.0000E+00  0.0000E+00  0.1178E-01  0.4607E+08  0.4607E+08  0.1664E+09  0.0000E+00  0.0000E+00  0.4051E+00  0.1904E-05
  590  0.0000E+00  0.0000E+00  0.1180E-01  0.4610E+08  0.4610E+08  0.1665E+09  0.0000E+00  0.0000E+00  0.4056E+00  0.1895E-05
  591  0.0000E+00  0.0000E+00  0.1182E-01  0.4613E+08  0.4613E+08  0.1666E+09  0.0000E+00  0.0000E+00  0.4061E+00  0.1887E-05
  592  0.0000E+00  0.0000E+00  0.1184E-01  0.4617E+08  0.4617E+08  0.1667E+09  0.0000E+00  0.0000E+00  0.4066E+00  0.1879E-05
  593  0.0000E+00  0.0000E+00  0.1186E-01  0.4620E+08  0.4620E+08  0.1668E+09  0.0000E+00  0.0000E+00  0.4071E+00  0.1871E-05
  594  0.0000E+00  0.0000E+00  0.1188E-01  0.4623E+08  0.4623E+08  0.1669E+09  0.0000E+00  0.0000E+00  0.4077E+00  0.1863E-05
  595  0.0000E+00  0.0000E+00  0.1190E-01  0.4626E+08  0.4626E+08  0.1670E+09  0.0000E+00  0.0000E+00  0.4082E+00  0.1854E-05
  596  0.0000E+00  0.0000E+00  0.1192E-01  0.4629E+08  0.4629E+08  0.1671E+09  0.0000E+00  0.0000E+00  0.4087E+00  0.1846E-05
  597  0.0000E+00  0.0000E+00  0.1194E-01  0.4632E+08  0.4632E+08  0.1672E+09  0.0000E+00  0.0000E+00  0.4092E+00  0.1837E-05
  598  0.0000E+00  0.0000E+00  0.1196E-01  0.4635E+08  0.4635E+08  0.1673E+09  0.0000E+00  0.0000E+00  0.4098E+00  0.1830E-05
  599  0.0000E+00  0.0000E+00  0.1198E-01  0.4639E+08  0.4639E+08  0.1674E+09  0.0000E+00  0.0000E+00  0.4103E+00  0.1821E-05
  600  0.0000E+00  0.0000E+00  0.1200E-01  0.4642E+08  0.4642E+08  0.1675E+09  0.0000E+00  0.0000E+00  0.4108E+00  0.1814E-05
  601  0.0000E+00  0.0000E+00  0.1202E-01  0.4645E+08  0.4645E+08  0.1676E+09  0.0000E+00  0.0000E+00  0.4113E+00  0.1806E-05
  602  0.0000E+00  0.0000E+00  0.1204E-01  0.4648E+08  0.4648E+08  0.1678E+09  0.0000E+00  0.0000E+00  0.4118E+00  0.1798E-05
  603  0.0000E+00  0.0000E+00  0.1206E-01  0.4651E+08  0.4651E+08  0.1679E+09  0.0000E+00  0.0000E+00  0.4124E+00  0.1790E-05
  604  0.0000E+00  0.0000E+00  0.1208E-01  0.4654E+08  0.4654E+08  0.1680E+09  0.0000E+00  0.0000E+00  0.4129E+00  0.1782E-05
  605  0.0000E+00  0.0000E+00  0.1210E-01  0.4657E+08  0.4657E+08  0.1681E+09  0.0000E+00  0.0000E+00  0.4134E+00  0.1775E-05
  606  0.0000E+00  0.0000E+00  0.1212E-01  0.4661E+08  0.4661E+08  0.1682E+09  0.0000E+00  0.0000E+00  0.4139E+00  0.1767E-05
  607  0.0000E+00  0.0000E+00  0.1214E-01  0.4664E+08  0.4664E+08  0.1683E+09  0.0000E+00  0.0000E+00  0.4144E+00  0.1759E-05
  608  0.0000E+00  0.0000E+00  0.1216E-01  0.4667E+08  0.4667E+08  0.1684E+09  0.0000E+00  0.0000E+00  0.4150E+00  0.1751E-05
  609  0.0000E+00  0.0000E+00  0.1218E-01  0.4670E+08  0.4670E+08  0.1685E+09  0.0000E+00  0.0000E+00  0.4155E+00  0.1743E-05
  610  0.0000E+00  0.0000E+00  0.1220E-01  0.4673E+08  0.4673E+08  0.1686E+09  0.0000E+00  0.0000E+00  0.4160E+00  0.1736E-05
  611  0.0000E+00  0.0000E+00  0.1222E-01  0.4676E+08  0.4676E+08  0.1687E+09  0.0000E+00  0.0000E+00  0.4165E+00  0.1729E-05
  612  0.0000E+00  0.0000E+00  0.1224E-01  0.4679E+08  0.4679E+08  0.1688E+09  0.0000E+00  0.0000E+00  0.4170E+00  0.1722E-05
  613  0.0000E+00  0.0000E+00  0.1226E-01  0.4682E+08  0.4682E+08  0.1689E+09  0.0000E+00  0.0000E+00  0.4175E+00  0.1714E-05
  614  0.0000E+00  0.0000E+00  0.1228E-01  0.4685E+08  0.4685E+08  0.1690E+09  0.0000E+00  0.0000E+00  0.4181E+00  0.1706E-05
  615  0.0000E+00  0.0000E+00  0.1230E-01  0.4689E+08  0.4689E+08  0.1691E+09  0.0000E+00  0.0000E+00  0.4186E+00  0.1699E-05
  616  0.0000E+00  0.0000E+00  0.1232E-01  0.4692E+08  0.4692E+08  0.1692E+09  0.0000E+00  0.0000E+00  0.4191E+00  0.1692E-05
  617  0.0000E+00  0.0000E+00  0.1234E-01  0.4695E+08  0.4695E+08  0.1693E+09  0.0000E+00  0.0000E+00  0.4196E+00  0.1685E-05
  618  0.0000E+00  0.0000E+00  0.1236E-01  0.4698E+08  0.4698E+08  0.1694E+09  0.0000E+00  0.0000E+00  0.4201E+00  0.1677E-05
  619  0.0000E+00  0.0000E+00  0.1238E-01  0.4701E+08  0.4701E+08  0.1695E+09  0.0000E+00  0.0000E+00  0.4206E+00  0.1670E-05
  620  0.0000E+00  0.0000E+00  0.1240E-01  0.4704E+08  0.4704E+08  0.1696E+09  0.0000E+00  0.0000E+00  0.4212E+00  0.1663E-05
  621  0.0000E+00  0.0000E+00  0.1242E-01  0.4707E+08  0.4707E+08  0.1697E+09  0.0000E+00  0.0000E+00  0.4217E+00  0.1656E-05
  622  0.0000E+00  0.0000E+00  0.1244E-01  0.4710E+08  0.4710E+08  0.1698E+09  0.0000E+00  0.0000E+00  0.4222E+00  0.1649E-05
  623  0.0000E+00  0.0000E+00  0.1246E-01  0.4713E+08  0.4713E+08  0.1699E+09  0.0000E+00  0.0000E+00  0.4227E+00  0.1642E-05
  624  0.0000E+00  0.0000E+00  0.1248E-01  0.4716E+08  0.4716E+08  0.1701E+09  0.0000E+00  0.0000E+00  0.4232E+00  0.1635E-05
  625  0.0000E+00  0.0000E+00  0.1250E-01  0.4719E+08  0.4719E+08  0.1702E+09  0.0000E+00  0.0000E+00  0.4237E+00  0.1628E-05
  626  0.0000E+00  0.0000E+00  0.1252E-01  0.4722E+08  0.4722E+08  0.1703E+09  0.0000E+00  0.0000E+00  0.4242E+00  0.1621E-05
  627  0.0000E+00  0.0000E+00  0.1254E-01  0.4725E+08  0.4725E+08  0.1704E+09  0.0000E+00  0.0000E+00  0.4248E+00  0.1614E-05
  628  0.0000E+00  0.0000E+00  0.1256E-01  0.4728E+08  0.4728E+08  0.1705E+09  0.0000E+00  0.0000E+00  0.4253E+00  0.1608E-05
  629  0.0000E+00  0.0000E+00  0.1258E-01  0.4731E+08  0.4731E+08  0.1706E+09  0.0000E+00  0.0000E+00  0.4258E+00  0.1601E-05
  630  0.0000E+00  0.0000E+00  0.1260E-01  0.4735E+08  0.4735E+08  0.1707E+09  0.0000E+00  0.0000E+00  0.4263E+00  0.1594E-05
  631  0.0000E+00  0.0000E+00  0.1262E-01  0.4738E+08  0.4738E+08  0.1708E+09  0.0000E+00  0.0000E+00  0.4268E+00  0.1588E-05
  632  0.0000E+00  0.0000E+00  0.1264E-01  0.4741E+08  0.4741E+08  0.1709E+09  0.0000E+00  0.0000E+00  0.4273E+00  0.1581E-05
  633  0.0000E+00  0.0000E+00  0.1266E-01  0.4744E+08  0.4744E+08  0.1710E+09  0.0000E+00  0.0000E+00  0.4278E+00  0.1574E-05
  634  0.0000E+00  0.0000E+00  0.1268E-01  0.4747E+08  0.4747E+08  0.1711E+09  0.0000E+00  0.0000E+00  0.4283E+00  0.1568E-05
  635  0.0000E+00  0.0000E+00  0.1270E-01  0.4750E+08  0.4750E+08  0.1712E+09  0.0000E+00  0.0000E+00  0.4289E+00  0.1561E-05
  636  0.0000E+00  0.0000E+00  0.1272E-01  0.4753E+08  0.4753E+08  0.1713E+09  0.0000E+00  0.0000E+00  0.4294E+00  0.1555E-05
  637  0.0000E+00  0.0000E+00  0.1274E-01  0.4756E+08  0.4756E+08  0.1714E+09  0.0000E+00  0.0000E+00  0.4299E+00  0.1548E-05
  638  0.0000E+00  0.0000E+00  0.1276E-01  0.4759E+08  0.4759E+08  0.1715E+09  0.0000E+00  0.0000E+00  0.4304E+00  0.1542E-05
  639  0.0000E+00  0.0000E+00  0.1278E-01  0.4762E+08  0.4762E+08  0.1716E+09  0.0000E+00  0.0000E+00  0.4309E+00  0.1535E-05
  640  0.0000E+00  0.0000E+00  0.1280E-01  0.4765E+08  0.4765E+08  0.1717E+09  0.0000E+00  0.0000E+00  0.4314E+00  0.1529E-05
  641  0.0000E+00  0.0000E+00  0.1282E-01  0.4768E+08  0.4768E+08  0.1718E+09  0.0000E+00  0.0000E+00  0.4319E+00  0.1522E-05
  642  0.0000E+00  0.0000E+00  0.1284E-01  0.4771E+08  0.4771E+08  0.1719E+09  0.0000E+00  0.0000E+00  0.4324E+00  0.1516E-05
  643  0.0000E+00  0.0000E+00  0.1286E-01  0.4774E+08  0.4774E+08  0.1720E+09  0.0000E+00  0.0000E+00  0.4329E+00  0.1510E-05
  644  0.0000E+00  0.0000E+00  0.1288E-01  0.4777E+08  0.4777E+08  0.1721E+09  0.0000E+00  0.0000E+00  0.4334E+00  0.1504E-05
  645  0.0000E+00  0.0000E+00  0.1290E-01  0.4780E+08  0.4780E+08  0.1722E+09  0.0000E+00  0.0000E+00  0.4339E+00  0.1497E-05
  646  0.0000E+00  0.0000E+00  0.1292E-01  0.4783E+08  0.4783E+08  0.1723E+09  0.0000E+00  0.0000E+00  0.4345E+00  0.1491E-05
  647  0.0000E+00  0.0000E+00  0.1294E-01  0.4786E+08  0.4786E+08  0.1724E+09  0.0000E+00  0.0000E+00  0.4350E+00  0.1485E-05
  648  0.0000E+00  0.0000E+00  0.1296E-01  0.4789E+08  0.4789E+08  0.1725E+09  0.0000E+00  0.0000E+00  0.4355E+00  0.1479E-05
  649  0.0000E+00  0.0000E+00  0.1298E-01  0.4792E+08  0.4792E+08  0.1726E+09  0.0000E+00  0.0000E+00  0.4360E+00  0.1473E-05
  650  0.0000E+00  0.0000E+00  0.1300E-01  0.4795E+08  0.4795E+08  0.1727E+09  0.0000E+00  0.0000E+00  0.4365E+00  0.1467E-05
  651  0.0000E+00  0.0000E+00  0.1302E-01  0.4798E+08  0.4798E+08  0.1728E+09  0.0000E+00  0.0000E+00  0.4370E+00  0.1461E-05
  652  0.0000E+00  0.0000E+00  0.1304E-01  0.4801E+08  0.4801E+08  0.1729E+09  0.0000E+00  0.0000E+00  0.4375E+00  0.1455E-05
  653  0.0000E+00  0.0000E+00  0.1306E-01  0.4804E+08  0.4804E+08  0.1730E+09  0.0000E+00  0.0000E+00  0.4380E+00  0.1449E-05
  654  0.0000E+00  0.0000E+00  0.1308E-01  0.4807E+08  0.4807E+08  0.1731E+09  0.0000E+00  0.0000E+00  0.4385E+00  0.1443E-05
  655  0.0000E+00  0.0000E+00  0.1310E-01  0.4810E+08  0.4810E+08  0.1732E+09  0.0000E+00  0.0000E+00  0.4390E+00  0.1437E-05
  656  0.0000E+00  0.0000E+00  0.1312E-01  0.4813E+08  0.4813E+08  0.1733E+09  0.0000E+00  0.0000E+00  0.4395E+00  0.1431E-05
